description,"Electric cars, giant batteries and solar"
statusesCount,7456
followersCount,4019230
favoritesCount,3218
friendsCount,76
url,https://t.co/MxFwoUXrrG
name,Tesla
created,10/02/2008 01:12
protected,FALSE
verified,TRUE
screenName,Tesla
location,NA
lang,13298072
id,13478
listedCount,FALSE
followRequestSent,
profileImageUrl,http://pbs.twimg.com/profile_images/489192650474414080/4RxZxsud_normal.png
